"recordIdentifier","recordType","organizationCustomerIdentifier","programCustomerIdentifier","memberCustomerIdentifier","previousMemberCustomerIdentifier","memberStatus","fullName","firstName","middleName","lastName","streetLine1","streetLine2","city","state","postalCode","country","phoneNumber","emailAddress","membershipStartDate","membershipEndDate","productIdentifier","productTemplateField1","productTemplateField2","productTemplateField3","productTemplateField4","productTemplateField5"
"19aa80aa-7c7e-4917-8912-0eae7d7ddc3a","MEM_SYN","160","8488","10940617","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"10e562e2-c2e8-41cd-83d8-3700814c00d8","MEM_SYN","160","8488","10940630","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b61685a4-7cbb-42bf-8591-ae42f5988f6e","MEM_SYN","160","8488","10940643","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"31aab7b7-6eb8-414c-8340-6c80c29dce24","MEM_SYN","160","8488","10940656","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"51282a06-8faf-4388-ab85-a01b67f32867","MEM_SYN","160","8488","10940669","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"dcfd512d-606c-479f-8742-ce5fe56f8ad0","MEM_SYN","160","8488","10940682","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"eafeb747-40c0-4ecd-8624-431d738da4e7","MEM_SYN","160","8488","10940695","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2cb8e1b1-6283-46a7-811a-084cd108b45a","MEM_SYN","160","8488","10940708","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b57ec03a-3ddc-4aca-8c85-a7988ca147c0","MEM_SYN","160","8488","10940721","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0d777f50-7b34-427f-8c5a-e8b4dadbbc12","MEM_SYN","160","8488","10940734","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7a61a184-badb-4e20-877c-380266781594","MEM_SYN","160","8488","10940747","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"cdef1407-a711-42bf-bfc0-ab2818150a6b","MEM_SYN","160","8488","10940760","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0cfea596-36af-48a0-a0e1-61ac653aa101","MEM_SYN","160","8488","10940773","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7a87cfa9-6ae8-4c45-83b1-eaaeb7c8a601","MEM_SYN","160","8488","10940786","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b961d911-83b7-49c9-a76e-2a62d824d717","MEM_SYN","160","8488","10940799","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7bd0e4cf-eb15-42fd-9f19-edcfce7e8ed7","MEM_SYN","160","8488","10940812","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b194d322-1356-4865-8116-1a401f66c746","MEM_SYN","160","8488","10940825","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"5bc4e92e-0c68-40a3-aaab-0965c6e69c68","MEM_SYN","160","8488","10940838","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f8c4a2b1-9b91-4365-bdc4-a7d0604e463d","MEM_SYN","160","8488","10940851","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"35b64373-8848-4d30-8f1f-ca08755b5a15","MEM_SYN","160","8488","10940864","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2fee9c6e-d917-4b1e-8332-941c544906a7","MEM_SYN","160","8488","10940877","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"52258a06-a566-4191-bb65-575cc16af1b0","MEM_SYN","160","8488","10940890","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"8441453b-e5d2-4287-aa05-ede3330bc911","MEM_SYN","160","8488","10940903","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"298ab5a9-602a-46cc-8320-83cc15ca9922","MEM_SYN","160","8488","10940916","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ce5a4d0a-56bc-4acc-b23d-1cebb9a6368f","MEM_SYN","160","8488","10940929","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"fd8a6b15-8c7e-46ad-99f5-c69ccf3d6f89","MEM_SYN","160","8488","10940942","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"bb2c538b-91b8-44c4-ac10-4db8c6d5cb45","MEM_SYN","160","8488","10940955","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"af3f50aa-e84b-4611-95e6-dc77f8ffd357","MEM_SYN","160","8488","10940968","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"3a3f083e-5f18-44db-b0f2-1527767ef8ec","MEM_SYN","160","8488","10940981","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b5d389b3-34fd-4c22-bac1-44a5f0d7fd09","MEM_SYN","160","8488","10940994","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"13885b2c-1407-4671-8641-562020cb4724","MEM_SYN","160","8488","10941007","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"94b9a66d-3913-4399-a62a-6558b975cc5c","MEM_SYN","160","8488","10941020","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2fe2d406-ef18-41bf-9a4a-13615a48489e","MEM_SYN","160","8488","10941033","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0b62d2f6-e2e8-4e3f-b138-10110dbc5bb2","MEM_SYN","160","8488","10941046","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"42d15682-30f6-43ac-939d-696d9bf9d6b0","MEM_SYN","160","8488","10941059","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c7ed8bf9-ff2b-4f82-b4ce-6b9b8ee45cdf","MEM_SYN","160","8488","10941072","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"300ddcbc-9e43-45e9-b051-f9a14a57051a","MEM_SYN","160","8488","10941085","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2d7fe6de-976d-49ae-b52c-f01b4d88b4d6","MEM_SYN","160","8488","10941098","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ff32eb43-2c86-4362-ae1e-53785ba17485","MEM_SYN","160","8488","10941111","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"28f88f94-88f6-415c-b9a0-96bde6d94173","MEM_SYN","160","8488","10941124","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"764eb173-4a52-499d-81b4-1369f6c87da5","MEM_SYN","160","8488","10941137","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ec08352a-bbe3-4a09-a54d-9ad3a0df35ac","MEM_SYN","160","8488","10941150","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"d3d2c850-e544-4918-98be-7c29ec8eae8b","MEM_SYN","160","8488","10941163","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0cea8175-610f-4321-80ec-c9da49def4cf","MEM_SYN","160","8488","10941176","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"735056ff-a336-45e7-b693-6683a4daf910","MEM_SYN","160","8488","10941189","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"12d93e59-f4d6-4c65-9cb1-355f6a328d80","MEM_SYN","160","8488","10941202","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"19b617e1-2ead-46bd-aa2e-d13b6606f10c","MEM_SYN","160","8488","10941215","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"fb3a3804-071c-40c5-bae6-a98cff879d7d","MEM_SYN","160","8488","10941241","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"1a4632cb-440d-4e7e-88da-334515e3b42a","MEM_SYN","160","8488","10941254","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b49318e2-7b9e-4b81-9edf-412fb6574045","MEM_SYN","160","8488","10941293","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0f29be43-7ffa-42b5-9a5c-9dbf54f8733e","MEM_SYN","160","8488","10941306","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c70b7ea4-9108-45ef-aae7-074f529f1786","MEM_SYN","160","8488","10941319","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"263113e9-a746-4061-8f7c-7edc4d1c80e3","MEM_SYN","160","8488","10941332","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c3b5e40f-855e-486d-bd73-e139212003c8","MEM_SYN","160","8488","10941345","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f49f0190-88db-4222-9875-f0619d26df02","MEM_SYN","160","8488","10941358","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"185a74de-dfaf-4d4d-a5ac-49d9e29216a1","MEM_SYN","160","8488","10941371","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a67d7e07-7c07-4a9e-bef7-405b4d608180","MEM_SYN","160","8488","10941384","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"354b183d-1cc5-4b19-9bb7-e2ec3576397a","MEM_SYN","160","8488","10941397","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f020ae7b-2eb5-4dd5-a6c8-8a14a0a752bb","MEM_SYN","160","8488","10941410","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f69bf155-0fa8-4dba-8777-8690e4d0bdae","MEM_SYN","160","8488","10941423","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"51835146-a0db-45f1-9b54-028e0325097d","MEM_SYN","160","8488","10941436","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"dc11b8c2-4ce4-4056-9d44-c21a276b7cbb","MEM_SYN","160","8488","10941449","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c583fd78-6a1c-462b-8b2c-2a2a19d13b28","MEM_SYN","160","8488","10941462","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"6560d72e-ced7-42fc-968d-0fd8979ea677","MEM_SYN","160","8488","10941475","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4c2edc84-0d36-496e-bd21-32565316fb33","MEM_SYN","160","8488","10941488","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"8e98f1c8-272b-4036-801f-827c723ce997","MEM_SYN","160","8488","10941501","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"58ec391b-6f72-487f-9abe-00a1895ba086","MEM_SYN","160","8488","10941514","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"bf521646-781b-4936-b343-b1274defa1c8","MEM_SYN","160","8488","10941540","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"483cbc02-410c-437b-8ef3-76f727844a6f","MEM_SYN","160","8488","10941553","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b4180bc1-0f04-49e0-b4b3-c67990713d2e","MEM_SYN","160","8488","10941566","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e7df9c4c-b88c-4383-b54d-9133b4c61019","MEM_SYN","160","8488","10941579","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2f1424d8-d918-4e75-b16c-04977be86925","MEM_SYN","160","8488","10941592","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"8cf8040e-389d-400a-8886-419ebf246b13","MEM_SYN","160","8488","10941605","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4a5281b0-c188-4937-9012-2b763f2d5531","MEM_SYN","160","8488","10941618","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"9f7e39f7-3461-44b0-b624-0e2608c79767","MEM_SYN","160","8488","10941631","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b015005e-9af9-4b87-851f-9861279a214e","MEM_SYN","160","8488","10941644","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ab5d837c-3ead-4a45-8745-aee71b21d96e","MEM_SYN","160","8488","10941657","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"995293d5-4162-4dd0-a392-6249c0b0d6e4","MEM_SYN","160","8488","10941670","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"707cbeb6-4919-4619-9364-7d0a2a409700","MEM_SYN","160","8488","10941683","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"1247e490-5bd9-4c13-ae76-02912f7e29e7","MEM_SYN","160","8488","10941696","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4262fcc8-dc5f-4a77-a140-09f2343fe463","MEM_SYN","160","8488","10941709","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e4a49d2c-31c1-44cf-8e65-24d61fb345d1","MEM_SYN","160","8488","10941722","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"36b637f9-334f-4724-9502-d150d9ceec6d","MEM_SYN","160","8488","10941735","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"38d09ba4-9663-4362-8c7e-a56135da8387","MEM_SYN","160","8488","10941748","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ab1e33db-50d0-4843-acf8-505236aed84b","MEM_SYN","160","8488","10941761","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b1aecb08-9257-4a53-b76f-463464a303b5","MEM_SYN","160","8488","10941774","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"cdf45e1f-371c-43d5-b7ad-5698b7e56aea","MEM_SYN","160","8488","10941787","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c05efd6d-e0be-4f81-873e-bdb0038381dd","MEM_SYN","160","8488","10941800","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2f7c4ec3-1225-4bff-b638-6327a687b030","MEM_SYN","160","8488","10941813","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"17db3ddf-6e00-4c09-96b5-fc0d3a7e86c5","MEM_SYN","160","8488","10941839","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"247c0ff6-853d-4e51-8395-1b2fa3d622d6","MEM_SYN","160","8488","10941852","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"6a82da73-eed3-4d75-81fb-4c2d3fc7b067","MEM_SYN","160","8488","10941865","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0d11eca2-3493-451b-9357-e4a6d505e976","MEM_SYN","160","8488","10941878","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"27e377b1-5c0d-43ce-8a36-7022c83b3a6b","MEM_SYN","160","8488","10941891","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2535687a-8105-4c0f-a6fb-68f2c23cc6d8","MEM_SYN","160","8488","10941904","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e6d7cec5-dcfd-4b7b-b468-6e382ba3e999","MEM_SYN","160","8488","10941917","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"5e3e4e3a-1f3d-4932-b8c1-a7d01b9a1385","MEM_SYN","160","8488","10941930","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"8108f034-12ef-4fb7-8dd4-2a1f5d19d2f8","MEM_SYN","160","8488","10941943","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
